CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
4633	8931	35	0.8435	-196.218
8756	14428	35	0.7708	-176.068
8567	8931	35	0.8522	-28.032
6881	8441	35	0.9209	17.026
8448	14215	35	0.8487	-31.043
14233	14473	35	0.7885	-148.037
8535	14557	35	1.0	0.000
8894	14233	35	0.8712	-28.032
8535	8727	35	0.764	-28.032
2467	14557	35	0.8362	0.000
1446	8559	35	0.7581	-14.017
8593	8887	35	0.7725	-28.038
1881	14473	35	0.7846	-162.053
8931	14233	35	0.8711	14.015
6733	6774	35	0.9494	17.027
8448	8499	35	0.8355	-31.043
8448	14557	35	0.8158	-17.027
8441	8599	35	0.8066	-17.025
8427	8430	35	0.9479	-88.053
8593	8811	35	0.7989	-28.037
8428	8455	35	0.925	-159.078
8894	14473	35	0.741	-176.068
8455	14414	35	0.9089	-17.027
8559	8563	35	1.0	0.000
4653	14557	35	0.8002	-168.188
6733	14414	35	0.9164	-132.079
8559	8593	35	0.756	14.018
8434	8494	35	0.944	-88.053
1881	8443	35	0.9251	17.028
8430	8434	35	0.9484	-44.025
1881	8538	35	0.8666	-14.016
8441	8443	35	0.8147	-44.025
6733	8437	35	0.9302	-88.052
8499	14215	35	0.8725	0.000
8538	8567	35	0.9245	14.017
8443	8448	35	0.8256	-44.027
4633	8894	35	0.8242	-154.172
4653	8448	35	0.842	-151.161
1446	8563	35	0.7581	-14.017
8836	14233	35	0.8699	14.015
4633	8567	35	0.8512	-168.186
8593	8756	35	0.8108	14.013
1881	4633	35	0.8493	168.187
6750	8428	35	0.9411	88.053
1446	8593	35	0.8138	0.001
8499	14557	35	0.8378	14.016
2467	4653	35	0.8072	168.188
2467	8448	35	0.8942	17.027
8836	8894	35	0.8062	42.046
8427	8494	35	0.919	-220.131
8538	8894	35	0.8712	28.031
8499	8535	35	0.8378	14.016
8887	15070	35	0.7229	28.038
8455	8494	35	0.9477	-44.026
8563	8887	35	0.7455	-14.020
8559	8756	35	0.7519	28.031
6774	8428	35	0.9425	26.999
1446	6881	35	0.9317	0.000
14480	14557	35	0.7808	28.032
8666	15993	36	0.7056	-14.016
12138	16852	38	0.7814	0.000
2242	12138	38	0.8781	0.000
315	3333	39	0.8758	-226.193
67	264	39	0.8931	-28.031
529	4460	39	0.8891	-14.016
1577	3492	39	0.8653	156.151
4460	4867	39	0.8898	-84.094
688	4986	39	0.8865	18.010
526	12430	39	0.9016	0.000
1863	5025	39	1.0	-0.000
819	1721	39	0.9257	14.016
2163	13866	39	0.884	28.031
264	6019	39	0.8554	42.047
147	393	39	0.897	-19.083
1310	5024	39	0.8808	-28.032
315	574	39	0.8792	-28.031
106	2426	39	0.9043	32.027
994	1577	39	0.8847	-198.197
940	15684	39	1.0	-0.000
220	2389	39	0.9255	0.000
106	529	39	0.8891	14.016
89	5256	39	0.912	0.000
1161	2426	39	0.9567	14.016
191	3791	39	0.8992	-46.042
220	12430	39	0.9255	0.000
2426	4842	39	0.9687	-0.000
147	1677	39	0.864	-162.053
2491	4928	39	0.9241	0.000
12780	13866	39	0.9033	-17.027
61	89	39	0.956	14.016
1055	4928	39	0.8912	28.031
5024	6884	39	0.8808	28.033
220	526	39	0.9623	0.000
264	574	39	0.8509	14.016
76	1172	39	0.9375	0.000
1721	2741	39	0.9176	-17.976
61	76	39	0.9487	14.016
89	2221	39	0.9709	0.036
2202	3063	39	0.8803	0.000
2919	4460	39	0.9091	59.037
2426	4460	39	0.9043	-32.027
1172	5256	39	0.9177	0.000
1667	16687	39	0.9009	198.161
1721	3333	39	0.8617	-244.203
688	6884	39	0.8492	14.016
2741	6019	39	0.9689	-0.034
315	1721	39	0.8609	18.010
4886	16687	39	0.9095	181.135
61	220	39	0.9223	32.026
529	4842	39	0.8734	18.011
4867	16687	39	0.871	67.068
1172	2221	39	0.9344	0.036
2221	3745	39	0.9085	-28.067
121	3791	39	0.9631	-14.016
106	2919	39	0.9091	-59.037
4867	4886	39	0.8896	-114.068
2221	3791	39	0.9273	-28.067
121	526	39	0.9311	32.026
1577	1667	39	0.866	28.031
264	4831	39	0.8914	18.010
940	16073	39	0.8904	28.032
1161	4460	39	0.9354	-18.011
574	2421	39	0.8822	0.035
2202	2349	39	0.9057	-216.173
427	3492	39	0.885	-42.011
295	13866	39	0.9053	-17.027
819	994	39	0.8989	-35.001
67	427	39	0.9209	-17.027
106	644	39	0.9523	-17.026
2349	2426	39	0.9043	216.173
1310	16073	39	0.8492	-14.016
295	2202	39	0.8537	-18.099
121	4831	39	0.9139	-226.194
121	2221	39	0.9556	14.052
191	2389	39	0.9231	0.000
644	1161	39	0.9169	35.037
2426	3063	39	0.8906	-0.000
106	1161	39	0.9354	18.011
106	4886	39	0.9133	-198.162
106	16687	39	0.9523	-17.026
295	393	39	0.9243	-36.109
106	4460	39	1.0	0.000
2170	4919	39	0.8946	-17.026
89	121	39	0.9548	-14.016
1667	4886	39	0.9215	17.026
688	15684	39	0.8904	-28.032
264	792	39	0.9254	-16.990
2741	3333	39	0.8682	-226.227
1161	16687	39	0.9169	-35.037
1721	2170	39	0.8654	-216.172
2919	4886	39	0.8765	-139.125
644	4886	39	0.9095	-181.135
67	994	39	0.9089	-16.991
883	2389	39	0.8875	-0.000
529	13866	39	0.8668	19.083
67	315	39	0.8864	14.016
393	12780	39	0.8983	36.109
4460	16687	39	0.9523	-17.026
61	3745	39	0.9399	-14.016
3042	4831	39	0.8965	-14.015
264	315	39	0.8612	42.047
67	819	39	0.9231	18.009
393	4842	39	0.8734	18.011
1310	6884	39	1.0	0.000
2170	6019	39	0.86	198.162
819	4922	39	0.8649	-216.171
393	2349	39	0.9114	-198.162
76	2491	39	0.8928	-14.016
76	121	39	0.939	-14.016
4986	16073	39	0.8865	-18.010
191	3745	39	0.9023	-46.042
220	883	39	0.9222	0.000
393	13866	39	0.8668	19.083
526	883	39	0.9436	0.000
67	1577	39	0.9007	-215.188
191	526	39	0.944	0.000
5025	13866	39	0.8744	145.027
2202	2426	39	0.9296	0.001
2170	2741	39	0.8798	198.196
147	529	39	0.897	-19.083
295	12780	39	0.942	0.000
526	2389	39	0.9016	0.000
76	220	39	0.9044	18.010
315	6019	39	0.9627	0.000
2389	12430	39	1.0	0.000
15684	16073	39	0.8904	28.032
147	12780	39	0.9093	17.027
393	529	39	1.0	0.000
147	295	39	0.9302	17.027
574	6019	39	0.8588	28.031
6976	16073	39	0.8564	-18.010
315	1778	39	0.8432	-26.017
315	2741	39	0.966	0.034
644	16687	39	1.0	0.000
427	1577	39	0.8851	-198.161
688	940	39	0.8904	-28.032
2491	5256	39	0.8815	14.016
644	4867	39	0.871	-67.068
147	1863	39	0.8587	-145.026
940	1778	39	0.8701	14.016
264	1721	39	0.8609	60.057
883	12430	39	0.8875	0.000
61	1172	39	0.9255	14.016
427	994	39	0.9445	0.035
121	220	39	0.9288	32.026
4460	4886	39	0.9133	-198.162
61	526	39	0.9352	32.026
67	4922	39	0.9066	-198.162
89	3791	39	0.9154	-28.031
2163	13179	39	0.8488	17.027
76	526	39	0.904	18.010
191	883	39	0.9157	0.000
819	4831	39	0.8617	-28.030
3333	6019	39	0.8737	226.193
4986	6976	39	0.9318	0.000
2349	4933	39	0.8577	-17.026
1677	13866	39	0.8653	162.053
1577	2170	39	0.8442	31.042
2163	13358	39	0.8488	17.027
4867	4922	39	0.8346	-142.099
644	2919	39	0.9142	-42.011
1667	2919	39	0.8881	156.151
427	819	39	0.8896	35.036
5256	11466	39	0.8834	0.000
3063	4842	39	0.8902	0.000
3745	3791	39	0.9517	0.000
61	1055	39	0.9285	-28.031
147	5025	39	0.8587	-145.026
220	3791	39	0.92	-46.042
1161	2202	39	0.8957	14.016
1310	1778	39	0.8583	-28.032
1721	4831	39	0.8622	-42.047
89	1172	39	0.9337	0.000
76	2221	39	0.9552	0.036
994	4922	39	0.8537	-181.171
3745	4928	39	0.8985	14.016
295	529	39	0.9243	-36.109
106	393	39	0.8891	14.016
121	1172	39	0.916	14.016
61	3791	39	0.9698	-14.016
76	89	39	0.956	0.000
1677	5025	39	0.899	17.026
1778	5024	39	0.9076	-0.000
67	4886	39	0.9179	-170.131
529	2349	39	0.9114	-198.162
393	4460	39	0.8891	-14.016
994	3492	39	0.8805	-42.046
2202	4842	39	0.9375	0.000
4867	10521	39	0.8615	0.000
792	994	39	0.851	28.030
526	3791	39	0.9279	-46.042
1161	4842	39	0.9431	14.016
315	2170	39	0.8699	-198.162
295	4842	39	0.8848	-18.098
688	6976	39	0.8564	18.010
2221	5256	39	0.9094	-0.036
2349	3063	39	0.8609	216.173
1055	2307	39	0.8781	-28.031
89	3745	39	0.9	-28.031
2919	16687	39	0.9142	42.011
61	2221	39	0.9534	14.052
61	121	39	0.9721	0.000
427	1667	39	0.8788	-170.130
121	3745	39	0.9295	-14.016
1778	15684	39	0.8701	-14.016
819	6976	39	0.8801	2.016
264	994	39	0.8549	11.040
1161	4867	39	0.8942	-102.105
819	4986	39	0.8814	2.016
2170	4922	39	0.8742	-14.015
147	13866	39	0.9327	0.000
2919	4867	39	0.8474	-25.057
2349	4842	39	0.9106	216.173
1577	4922	39	0.9311	17.026
1863	13866	39	0.8744	145.027
76	5256	39	0.9249	0.000
3791	4928	39	0.9046	14.016
688	1310	39	0.8492	14.016
3492	4922	39	0.8598	-139.124
220	3745	39	0.9104	-46.042
147	2163	39	0.8761	-28.031
106	4867	39	0.8898	-84.094
2349	4886	39	0.8609	-14.016
191	12430	39	0.9231	0.000
644	4460	39	0.9523	17.026
191	220	39	0.9632	0.000
67	3492	39	0.8945	-59.037
13179	13358	39	1.0	0.000
526	4928	39	0.9092	-32.026
792	4831	39	0.907	35.001
67	4867	39	0.8993	-56.063
6884	16073	39	0.8492	-14.016
644	1667	39	0.9009	-198.161
1677	1863	39	0.899	17.027
1778	6884	39	0.8583	28.032
427	4922	39	0.862	-181.135
574	3042	39	0.8505	18.010
529	12780	39	0.8983	36.109
526	3745	39	0.9061	-46.042
688	16073	39	1.0	0.000
578	2726	40	0.8757	-0.057
2726	12208	40	0.8391	0.057
2726	12487	40	0.7355	0.285
578	12487	40	0.8014	0.228
11137	12208	40	0.7159	-0.131
578	10373	40	0.8757	-0.056
578	8971	40	0.7005	0.176
12487	12504	40	0.8486	0.000
2726	10373	40	1.0	0.001
10373	12487	40	0.7355	0.284
12208	12487	40	0.7811	0.228
10373	12208	40	0.8391	0.056
578	12208	40	0.9185	0.000
2672	11549	41	1.0	0.010
9124	11549	41	0.9182	-17.989
14337	14451	41	1.0	-0.000
5543	7476	41	0.8979	0.012
7502	11549	41	1.0	0.010
2513	9124	41	0.8894	30.000
1113	11549	41	0.9269	-18.000
1847	2513	41	1.0	0.000
1847	7476	41	0.8979	0.000
7476	14451	41	0.8954	0.038
1847	5543	41	1.0	-0.011
1113	2672	41	0.9253	-18.011
2537	7476	41	0.8989	0.012
2513	2537	41	0.9408	-0.011
2672	7502	41	1.0	0.000
2537	5543	41	0.9408	0.000
7502	9124	41	0.92	18.000
2537	14451	41	0.8134	0.049
2513	7476	41	0.8979	0.000
1847	9124	41	0.8894	30.000
2537	14337	41	0.8134	0.050
1113	2513	41	0.8971	-30.011
1113	9124	41	0.981	-0.011
1847	2537	41	0.9408	-0.011
1113	7502	41	0.9253	-18.011
2672	9124	41	0.92	18.000
5543	9124	41	0.8894	30.011
7476	14337	41	0.8954	0.038
2513	5543	41	1.0	-0.011
1113	5543	41	0.8971	-30.022
1113	1847	41	0.8971	-30.011
4349	11760	42	0.8274	-14.016
11839	15882	42	0.8781	0.000
3870	15882	42	0.8932	0.000
1387	11859	42	0.8223	-70.042
11767	15886	42	0.8404	-14.015
3898	15908	42	0.8452	18.011
4194	12326	42	0.8813	14.016
4349	8872	42	0.8682	35.037
3870	8832	42	0.9136	-15.995
4349	11859	42	0.8465	17.027
8872	15882	42	0.8499	-18.010
3870	8872	42	0.9214	18.010
1387	11839	42	0.8545	-70.042
4229	15886	42	0.8421	-28.031
4229	15882	42	0.8522	-18.010
11767	15908	42	0.85	0.000
4229	4349	42	0.8699	-35.037
4229	11859	42	0.9048	-18.010
3938	4349	42	0.9156	-17.027
4349	11839	42	0.8392	17.027
3898	11767	42	0.8496	18.011
3870	4229	42	0.9273	18.011
8872	15903	42	0.8377	0.000
8872	11802	42	0.8591	-15.995
4349	12489	42	0.8798	-162.053
11834	12326	42	0.824	-0.000
1387	3939	42	0.828	0.037
3938	8872	42	0.9243	18.010
11839	11859	42	0.9085	0.000
4194	15886	42	0.8739	18.011
4229	15903	42	0.833	-0.000
3938	11859	42	0.9271	0.000
1387	3938	42	0.8878	-70.042
8832	11839	42	0.8702	15.995
11760	12326	42	0.8369	17.026
3938	15882	42	0.8961	0.000
8832	11802	42	0.8529	18.011
4349	15882	42	0.8532	17.027
15886	15908	42	0.8411	14.015
3870	4349	42	0.9131	-17.027
4229	11839	42	0.8659	-18.010
8832	11859	42	0.8826	15.995
3898	11760	42	0.8779	-17.027
1387	3870	42	0.8843	-70.042
3870	3938	42	0.9833	0.000
8832	15882	42	0.8416	15.995
8872	15886	42	0.837	-28.031
3938	4194	42	0.8597	-28.032
3898	12326	42	0.935	-0.000
8872	11839	42	0.8607	-18.010
3938	4229	42	0.9258	18.011
3870	11859	42	0.9262	0.000
3870	4194	42	0.8575	-28.032
4229	11802	42	0.8512	-15.995
11859	15882	42	0.8763	0.000
3898	11834	42	0.8569	0.000
3898	4194	42	0.9218	-14.016
3938	8832	42	0.9094	-15.995
4229	8872	42	0.9672	-0.000
3938	11839	42	0.9166	0.000
8872	11859	42	0.8866	-18.010
3870	11839	42	0.9166	0.000
3666	9308	43	0.7237	0.036
11134	12456	43	0.8498	0.000
3666	16030	43	0.7617	-0.036
12406	12456	43	0.7468	-0.000
3443	16030	43	0.7617	-0.036
9308	9338	43	0.7314	-0.036
2209	2635	43	0.8837	0.000
1774	2209	43	0.7864	28.031
3443	12406	43	0.7765	-0.036
3443	3666	43	1.0	0.000
3443	9308	43	0.7237	0.036
3443	9338	43	0.7435	0.000
1774	8193	43	0.7777	0.000
2209	5797	43	0.7272	-27.019
2209	9338	43	0.7318	0.036
3666	12406	43	0.7765	-0.036
9163	12456	43	0.8606	0.000
9338	12406	43	0.7327	-0.036
9163	11134	43	0.8593	0.000
3666	9338	43	0.7435	0.000
12456	16030	43	0.7399	0.000
15391	16300	44	0.8446	-43.954
105	11362	45	0.9889	-0.011
906	11362	45	0.9594	-0.995
13796	15766	45	0.9697	-0.000
210	13345	45	0.9802	0.008
210	8212	45	0.9789	-0.006
105	13411	45	0.9661	0.989
11683	13260	45	0.9802	0.022
8212	13345	45	0.9848	0.014
13260	15766	45	0.9602	0.978
11683	13698	45	0.9802	0.002
105	906	45	0.9639	0.984
14908	15766	45	0.9669	0.005
906	13291	45	0.9639	-0.993
13260	13411	45	0.9643	0.978
11683	13345	45	0.9802	0.019
13411	15766	45	0.989	-0.000
11362	11683	45	0.9814	0.000
13345	13411	45	0.9643	0.981
8212	13291	45	0.9848	-0.003
13291	13698	45	1.0	0.000
11362	13411	45	0.9614	1.001
11683	13291	45	0.9802	0.002
906	13796	45	0.9701	0.005
105	13698	45	1.0	-0.009
105	13260	45	1.0	0.011
13796	14908	45	0.9751	-0.005
8212	13698	45	0.9848	-0.003
8212	11683	45	0.9789	-0.005
13411	14908	45	0.9731	-0.005
210	11683	45	1.0	-0.011
13411	13698	45	0.9661	-0.998
105	13291	45	1.0	-0.009
11362	13698	45	0.9889	0.003
8212	11362	45	0.9889	-0.006
210	13260	45	0.9802	0.011
13411	13796	45	0.9741	0.000
13345	13698	45	1.0	-0.017
13260	13291	45	1.0	-0.020
105	13345	45	1.0	0.008
906	13411	45	0.987	0.005
13291	13411	45	0.9661	0.998
906	15766	45	0.9838	0.005
906	14908	45	0.9641	0.000
8212	13260	45	0.9848	0.016
11362	13260	45	0.9889	0.022
13345	15766	45	0.9602	0.981
105	11683	45	0.9802	-0.011
11362	13345	45	0.9889	0.020
105	210	45	0.9802	0.000
210	13698	45	0.9802	-0.009
13260	13698	45	1.0	-0.020
210	13291	45	0.9802	-0.009
105	8212	45	0.9848	-0.006
906	13698	45	0.9639	-0.993
13291	13345	45	1.0	0.017
11362	13291	45	0.9889	0.003
13260	13345	45	1.0	-0.002
210	11362	45	0.9814	-0.011
1000	13186	47	0.8844	-204.063
332	1000	47	0.8937	30.011
116	15679	47	0.9473	0.012
332	11494	47	0.9322	-0.036
116	1000	47	0.8398	-35.026
1000	2224	47	0.9347	-162.052
1000	15679	47	0.8589	35.038
2224	13186	47	0.9077	-42.011
13186	15679	47	0.8076	239.102
116	2224	47	0.8424	-197.079
2224	15679	47	0.8536	197.091
8618	14136	50	0.8426	-174.053
14136	14899	50	0.8723	0.000
3565	4663	51	0.7426	0.015
3943	6194	51	0.8045	-0.141
4591	16975	51	0.7455	-18.018
4333	8977	51	0.91	-0.036
477	8977	51	0.8334	-0.036
477	4715	51	0.9056	0.000
1628	10231	51	0.8093	0.000
2495	3565	51	0.7426	-0.015
8570	16975	51	0.831	14.031
1628	6194	51	0.7761	0.015
1665	9250	51	0.9271	0.055
3903	8570	51	0.9522	-0.051
3943	4663	51	0.8398	-0.141
3565	10231	51	0.8502	0.000
1665	8570	51	0.7624	-13.993
3565	6194	51	0.7403	0.015
2495	11444	51	0.7728	0.073
4663	6194	51	0.8324	0.000
3903	16975	51	0.7961	13.979
4333	4715	51	0.9448	0.000
2495	3943	51	0.8398	0.141
6194	11444	51	0.8029	0.074
3134	8465	51	0.7963	14.016
1101	8977	51	0.8197	-0.073
3903	9250	51	0.8113	13.996
4663	11444	51	0.7728	0.074
8465	8570	51	0.9259	0.048
1665	16975	51	0.9352	0.038
1101	16975	51	0.7878	41.151
1101	1665	51	0.7444	41.113
941	10231	51	0.7831	0.000
726	11444	51	0.8595	0.000
2495	6194	51	0.8324	-0.000
2495	4663	51	1.0	-0.000
1101	4333	51	0.7405	-0.036
3934	4591	51	0.9495	-0.009
3943	11444	51	0.792	-0.067
8570	9250	51	0.7641	14.047
3943	9250	51	0.8343	27.996
941	3565	51	0.9556	0.000
1101	9250	51	0.8025	41.168
9250	16975	51	0.9615	-0.017
8977	16975	51	0.7856	41.224
3134	3943	51	0.769	0.115
1665	3903	51	0.7406	-13.941
8465	15528	51	0.7963	-14.016
3943	15528	51	0.769	-0.115
8977	9250	51	0.7546	41.241
941	1628	51	0.9719	0.000
1628	3565	51	0.9474	0.000
3903	3943	51	0.8094	-14.000
6194	10231	51	0.7544	-0.015
2495	10231	51	0.8454	-0.015
477	4333	51	0.9116	0.000
3903	8465	51	0.878	-0.100
3943	16975	51	0.8269	27.979
4663	10231	51	0.8454	-0.015
3134	15528	51	1.0	0.000
4715	8977	51	0.8976	-0.036
3943	10231	51	0.7891	-0.156
1101	4715	51	0.7546	-0.036
167	15376	52	0.8346	-0.000
12452	15290	53	0.7945	-14.015
12452	12477	53	0.7701	-4.979
11872	15893	53	0.7033	-41.027
12553	15290	53	0.7364	-14.015
11797	12477	53	1.0	-0.000
12452	12553	53	0.8386	0.000
11797	12553	53	0.7138	4.979
12477	12553	53	0.7138	4.979
11872	12477	53	0.799	14.016
11797	12452	53	0.7701	4.979
11797	11872	53	0.799	-14.016
1158	1353	54	0.9231	174.053
1353	2423	54	0.8344	18.010
290	796	54	0.9463	-62.015
796	8641	54	0.846	18.011
796	8229	54	0.8236	-33.046
1475	2553	54	0.891	-174.053
1475	11946	54	0.8779	-58.006
796	822	54	0.9434	0.000
3349	4133	54	0.8923	-10.010
796	1938	54	0.8681	36.000
1158	1475	54	0.8899	174.053
1353	11946	54	0.9314	-58.006
1097	2553	54	0.8571	0.000
232	290	54	0.9276	162.053
1919	9491	54	0.8457	0.073
1097	1158	54	0.8849	0.000
796	11266	54	0.8544	18.011
290	11946	54	0.8442	-70.989
1353	2553	54	0.9217	-174.053
822	8592	54	0.8564	-0.000
1158	7828	54	0.8601	15.994
2423	9518	54	0.8754	0.000
1353	1475	54	0.9448	0.000
8641	11266	54	0.9777	0.000
1097	1353	54	0.8524	174.053
796	1475	54	0.8552	49.032
1158	2553	54	0.9199	0.000
1097	1475	54	0.8223	174.053
1002	2500	54	0.915	18.011
290	3349	54	0.8238	-0.994
473	493	54	0.8512	18.010
253	13359	54	0.859	-87.047
253	1475	54	0.8594	-12.984
253	822	54	0.8653	-62.015
1353	2500	54	0.8375	-112.016
253	1353	54	0.8932	-12.984
253	290	54	0.9085	0.000
253	1938	54	0.8894	-26.016
290	822	54	0.8794	-62.015
290	493	54	0.8304	-79.990
4133	8592	54	0.853	-51.011
796	1353	54	0.8754	49.032
253	796	54	0.9268	-62.015
796	8592	54	0.8627	-0.000
232	253	54	0.8719	162.053
290	1475	54	0.8786	-12.984
8229	8592	54	0.8476	33.046
290	1353	54	0.8966	-12.984
8229	9491	54	0.8952	0.000
290	1938	54	0.8298	-26.016
8766	14357	55	0.8921	0.051
4748	8766	55	0.8921	-0.051
4748	14357	55	1.0	0.000
536	638	56	0.9524	-14.016
638	4180	56	0.8804	-33.984
638	825	56	0.9625	0.000
536	4180	56	0.8482	-48.000
825	4180	56	0.8648	-33.984
536	825	56	0.9289	-14.016
444	561	59	0.7632	-27.995
444	724	59	0.8533	18.010
9478	9917	59	0.8477	-18.010
444	9917	59	0.7467	-74.015
3236	9478	59	0.7762	-15.995
9488	9917	59	0.8466	-15.994
444	9488	59	0.7631	-58.021
1069	9488	59	0.9067	-18.011
3236	9488	59	0.8362	-18.011
1069	9478	59	0.85	-15.995
1069	3236	59	0.8909	0.000
2269	3865	61	0.7773	-72.022
1235	8611	61	0.8673	27.987
4251	10374	61	0.9608	-0.000
1235	3865	61	0.9534	-0.009
4790	11212	61	0.9344	-0.000
2269	10374	61	0.894	-0.000
2502	8611	61	0.8823	0.049
2269	4790	61	0.9017	-0.000
1235	2502	61	0.797	27.937
2269	2502	61	0.7408	-44.076
4251	11212	61	0.9649	-0.000
2269	3901	61	0.7446	-18.011
1301	15288	61	0.7402	0.984
4251	4790	61	0.9567	0.000
3901	7010	61	0.7842	-26.066
2269	8611	61	0.802	-44.026
3865	3951	61	0.7714	30.995
1235	7010	61	0.797	27.937
10374	11212	61	0.957	0.000
1235	3951	61	0.7581	30.986
2269	15288	61	0.7883	48.916
7010	8611	61	0.8823	0.050
2502	3865	61	0.7557	-27.946
3865	8611	61	0.864	27.995
3865	7010	61	0.7557	27.945
3901	8611	61	0.8232	-26.016
3951	8611	61	0.8288	-3.000
2269	4251	61	0.9229	-0.000
2502	7010	61	1.0	-0.001
2269	7010	61	0.7408	-44.076
2269	11212	61	0.903	-0.000
2502	3901	61	0.7842	26.065
4790	10374	61	0.9328	-0.000
3901	3951	61	0.7828	-23.016
1235	2269	61	0.7701	72.013
1757	3865	61	0.7718	72.021
1235	1757	61	0.7954	-72.029
12464	15711	62	0.9534	0.000
10254	15711	62	0.8396	98.074
6809	8514	65	0.7873	-14.016
3890	6809	65	0.773	-30.011
6809	8539	65	0.8044	-27.994
3890	8539	65	0.8409	-58.005
8514	8539	65	0.7667	-13.979
1546	1547	67	1.0	0.000
1547	2008	67	0.8096	14.016
1546	2008	67	0.8096	14.016
1876	8626	68	0.8095	0.087
8588	9194	68	0.7529	0.017
721	3550	68	0.761	14.016
2886	4859	68	0.7514	0.000
4859	8626	68	0.7212	-0.059
8283	9194	68	0.845	0.111
4445	8626	68	0.8623	-0.059
4445	8588	68	0.7113	30.010
721	8283	68	0.761	14.016
2162	15367	68	0.7482	0.002
4128	8283	68	0.9589	0.000
4445	6536	68	0.8334	-0.145
4128	8588	68	0.8198	0.094
1876	2886	68	0.7187	0.145
1876	4445	68	0.7017	0.145
2162	2886	68	0.8418	-0.000
12331	15367	68	0.7473	0.061
1876	12331	68	0.8095	0.087
2886	12331	68	0.8166	-0.058
2162	6536	68	0.8404	-0.145
4445	4859	68	0.7305	0.000
4445	15367	68	0.7327	0.002
3550	4128	68	0.9589	0.000
4859	6536	68	0.7413	-0.145
3550	8588	68	0.8298	0.094
2886	15367	68	0.754	0.002
4445	12331	68	0.8623	-0.058
721	4128	68	0.7734	14.016
2886	6536	68	0.8316	-0.145
3550	8283	68	1.0	0.000
8626	12331	68	1.0	0.000
1876	2162	68	0.7405	0.145
2162	8626	68	0.8817	-0.059
4005	4445	68	0.7312	-30.010
6536	12331	68	0.8728	0.087
6536	15367	68	0.7444	0.147
2162	12331	68	0.8817	-0.059
8626	15367	68	0.7473	0.061
4128	9194	68	0.841	0.111
2162	4445	68	0.8966	-0.000
4859	12331	68	0.7212	-0.058
6536	8626	68	0.8728	0.087
3550	9194	68	0.845	0.111
1876	6536	68	0.935	0.000
2886	8626	68	0.8166	-0.059
2162	4859	68	0.7096	-0.000
2886	4445	68	0.83	0.000
8283	8588	68	0.8298	0.094
1594	4819	69	1.0	0.000
330	432	70	0.9253	-18.010
321	4635	70	0.8664	18.011
330	4635	70	0.8682	36.021
321	432	70	0.8683	-36.021
432	534	70	0.9251	18.010
268	432	70	0.919	17.027
269	4076	70	0.8092	-109.005
330	4076	70	0.8337	-144.042
4635	4640	70	0.9347	0.000
330	4640	70	0.8642	36.021
397	432	70	0.8173	161.069
492	4076	70	0.7909	-162.053
269	766	70	0.8166	-127.016
432	766	70	0.8645	-144.043
766	2444	70	0.7918	36.022
268	330	70	0.908	35.037
321	4640	70	0.8547	18.011
269	397	70	0.8652	-144.042
268	397	70	0.877	-144.042
321	492	70	0.9589	0.000
269	330	70	0.866	35.037
534	4635	70	0.8615	36.021
534	766	70	0.837	-162.053
534	4640	70	0.8515	36.021
397	766	70	0.9079	17.026
268	773	70	0.8275	17.027
268	492	70	0.8682	53.048
269	321	70	0.8133	53.048
773	4076	70	0.7997	-126.032
330	492	70	0.9358	18.011
269	492	70	0.8344	53.048
2444	4076	70	0.8582	-18.011
432	773	70	0.857	0.000
268	269	70	0.9473	0.000
268	4076	70	0.7986	-109.005
534	4076	70	0.8333	-144.042
268	534	70	0.9	35.037
269	534	70	0.8607	35.037
269	773	70	0.863	17.027
321	766	70	0.8165	-180.064
330	534	70	0.9525	0.000
397	2444	70	0.782	53.048
432	492	70	0.8851	36.021
492	766	70	0.8291	-180.064
321	534	70	0.9054	-18.011
432	4076	70	0.8377	-126.032
330	766	70	0.8263	-162.053
269	432	70	0.9057	17.027
321	330	70	0.9469	-18.011
268	321	70	0.8606	53.048
766	4076	70	0.9049	18.011
492	4640	70	0.8625	18.011
492	534	70	0.9116	-18.011
397	4076	70	0.9227	35.037
268	766	70	0.8387	-127.016
492	4635	70	0.8737	18.011
617	7791	72	0.8484	0.000
3987	6606	73	0.7424	14.016
3945	3992	73	0.807	45.058
197	7099	73	0.7761	-14.015
3923	3992	73	0.7622	-18.011
248	4509	73	0.7835	0.000
197	469	73	0.8134	-45.058
3923	6606	73	0.7707	-28.031
3992	4660	73	0.8306	14.016
16465	16470	73	0.8028	18.010
3992	4008	73	0.7927	-42.047
3992	16465	73	0.7579	-14.016
4008	6628	73	0.8981	14.016
197	9429	73	0.8001	42.047
4008	9429	73	0.8229	28.031
3992	9429	73	0.8383	-14.016
469	3945	73	0.8529	56.063
4008	5921	73	0.7924	-14.015
3923	5899	73	0.8372	14.015
248	6606	73	0.8854	28.031
197	4509	73	0.7619	18.011
197	6628	73	0.9064	28.031
9319	9429	73	0.767	-18.010
6628	9429	73	0.8568	14.016
197	3992	73	0.8136	56.062
3945	5891	73	0.751	14.016
197	248	73	0.9279	18.011
6606	6628	73	0.9107	-18.010
6606	9319	73	0.8139	14.016
4660	5891	73	0.7553	-45.058
4660	5899	73	0.7853	18.010
3992	6628	73	0.8405	-28.031
248	9319	73	0.7813	42.047
197	4008	73	0.8698	14.016
469	5921	73	0.8581	45.058
